id,type of property,subtype of property,locality,latitude,longitude,street,province,postalCode,price,type of sale,number of bedrooms,living area,livable area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
10551422,HOUSE,HOUSE,Wellen,50.8440077,5.3269862,Bredabaan 260,Limburg,3830,769000.0,residential_sale,4,0,571.0,installed,,True,,,True,,571.0,3212.0,4.0,,good
10578278,HOUSE,EXCEPTIONAL_PROPERTY,Namur Bouge,50.4785362,4.8762853,"Rue de Wavre, 27",Namur,5004,770000.0,residential_sale,5,51,460.0,usa_hyper_equipped,False,False,True,84.0,True,1049.0,460.0,1200.0,4.0,False,as_new
10600762,HOUSE,HOUSE,Kraainem,50.8596739,4.4571223,,Flemish Brabant,1950,780000.0,residential_sale,5,66,448.0,usa_installed,,True,True,4.0,True,370.0,448.0,448.0,3.0,True,good
10609817,HOUSE,MANSION,Enghien,50.691421,4.0333661,Av. Firmin Lecharlier 152,Hainaut,7850,790000.0,residential_sale,4,0,300.0,hyper_equipped,,False,True,40.0,True,300.0,300.0,2500.0,2.0,,good
10249425,HOUSE,HOUSE,Etterbeek,50.8363614,4.4041294,"Val des Seigneurs, 9a",Brussels,1040,795000.0,residential_sale,9,58,355.0,installed,False,False,True,,True,80.0,355.0,0.0,2.0,False,to_renovate
10635309,HOUSE,HOUSE,Mechelen,51.028437,4.4727888,Korenmarkt 8,Antwerp,2800,795000.0,residential_sale,3,0,211.0,hyper_equipped,,True,True,26.0,,,211.0,0.0,2.0,,as_new
10512929,HOUSE,HOUSE,Nossegem ,50.8774978,4.5078151,,Flemish Brabant,1930,799000.0,residential_sale,4,61,395.0,hyper_equipped,,False,True,74.0,True,1500.0,395.0,1930.0,3.0,True,as_new
10591101,HOUSE,MANSION,Leuven,50.8695504,4.6962068,Veemarkt 14,Flemish Brabant,3000,799000.0,residential_sale,8,33,243.0,installed,False,False,True,42.0,,,243.0,230.0,2.0,,to_be_done_up
10564994,HOUSE,HOUSE,Drongen,51.0552137,3.6512431,"Kortrijksesteenweg, 390 bus 001",East Flanders,9031,799000.0,residential_sale,5,0,379.0,installed,,True,,,,,379.0,1925.0,4.0,,to_be_done_up
10590793,HOUSE,HOUSE,Dilbeek,50.8707203,4.2671601,Kasteelstraat 1,Flemish Brabant,1702,820000.0,residential_sale,4,36,220.0,semi_equipped,,True,,,True,,220.0,660.0,3.0,,to_renovate
10628133,HOUSE,VILLA,Meise,50.9725445,4.275601,Valkebeekstraat 24,Flemish Brabant,1861,825000.0,residential_sale,6,0,301.0,installed,,True,True,,,,301.0,549.0,4.0,,good
10626967,HOUSE,APARTMENT_BLOCK,Heverlee,50.8601243,4.6904033,Sint-Lambertusstraat 32 bus 0001,Flemish Brabant,3001,825000.0,residential_sale,1,0,139.0,installed,,True,,,True,,139.0,411.0,3.0,,just_renovated
10616281,HOUSE,HOUSE,Clavier Ocquier,50.3985554,5.418636,Rue Bonne Fortune 9,Liège,4560,825000.0,residential_sale,6,0,550.0,installed,False,False,,,True,2800.0,550.0,3208.0,3.0,False,as_new
10585677,HOUSE,HOUSE,Kapelle-op-den-Bos,50.9206046,4.4063944,Valkebeekstraat 24,Flemish Brabant,1880,830000.0,residential_sale,6,0,304.0,installed,,True,True,,,,304.0,1180.0,4.0,,good
10653910,HOUSE,HOUSE,Woluwe-Saint-Pierre,50.8359716,4.4445092,"Val des Seigneurs, 9a",Brussels,1150,845000.0,residential_sale,5,50,210.0,installed,False,False,True,15.0,,,210.0,248.0,2.0,False,to_renovate
10653954,HOUSE,HOUSE,Diepenbeek,50.8982717,5.4064063,Hoogstraat 20,Limburg,3590,845000.0,residential_sale,5,40,360.0,semi_equipped,,False,True,,,,360.0,9111.0,4.0,,good
10654445,HOUSE,HOUSE,Brugge,51.2066875,3.2289924,"Fort Zevenbergen, 49",West Flanders,8000,845000.0,residential_sale,5,0,385.0,0,,False,True,20.0,True,40.0,385.0,170.0,2.0,,good
10430547,HOUSE,HOUSE,Auderghem,50.8198774,4.4205427,"Val des Seigneurs, 9a",Brussels,1160,849000.0,residential_sale,4,40,267.0,hyper_equipped,False,False,True,20.0,True,100.0,267.0,320.0,3.0,False,good
10430546,HOUSE,APARTMENT_BLOCK,Auderghem,50.8198774,4.4205427,"Val des Seigneurs, 9a",Brussels,1160,849000.0,residential_sale,4,40,267.0,hyper_equipped,False,False,True,20.0,True,100.0,267.0,320.0,3.0,False,good
10653705,HOUSE,HOUSE,Saint-Josse-ten-Noode,50.8499957,4.3776397,Rue Royale 178,Brussels,1210,849000.0,residential_sale,7,42,342.0,0,False,False,,,,,342.0,210.0,2.0,False,to_renovate
10379312,HOUSE,MIXED_USE_BUILDING,Oostkamp,51.1249347,3.258285,Ottergemsesteenweg-Zuid 808,West Flanders,8020,849000.0,residential_sale,4,0,267.0,installed,False,True,True,,True,,267.0,2500.0,4.0,,to_be_done_up
10232172,HOUSE,FARMHOUSE,Beersel,50.7670562,4.3116823,Hollebeekstraat 163A,Flemish Brabant,1650,850000.0,residential_sale,5,45,300.0,0,,True,,,True,610.0,300.0,1220.0,4.0,,to_renovate
10423079,HOUSE,HOUSE,Beersel,50.7489253,4.3389166,Winderickxplein 25,Flemish Brabant,1652,850000.0,residential_sale,5,0,249.0,usa_hyper_equipped,,True,True,,True,,249.0,1351.0,4.0,,just_renovated
10609868,HOUSE,EXCEPTIONAL_PROPERTY,Merksem,51.246945,4.4594158,Kempischveldweg 34,Antwerp,2170,850000.0,residential_sale,5,0,420.0,not_installed,,False,,,True,3230.0,420.0,3653.0,4.0,True,to_renovate
10627617,HOUSE,HOUSE,Gingelom,50.7617915,5.2062993,"Abeelplein, 15",Limburg,3890,850000.0,residential_sale,4,0,415.0,installed,,True,True,,,,415.0,4051.0,4.0,,good
10654687,HOUSE,HOUSE,Drongen,51.0615629,3.6395472,"Kortrijksesteenweg, 390 bus 001",East Flanders,9031,850000.0,residential_sale,4,0,260.0,not_installed,,True,,,,,260.0,1213.0,4.0,,good
10551407,HOUSE,HOUSE,Merksplas,51.3848388,4.8308138,Bredabaan 260,Antwerp,2330,859000.0,residential_sale,4,52,462.0,installed,,True,True,,True,,462.0,13709.0,4.0,,good
10615053,HOUSE,VILLA,Bilzen,50.8680801,5.4979396,Grendelbaan 78,Limburg,3740,870000.0,residential_sale,3,55,422.0,0,,False,,,,,422.0,2457.0,4.0,True,good
10612046,HOUSE,HOUSE,Lommel,51.2430158,5.3137958,Bredabaan 260,Limburg,3920,895000.0,residential_sale,4,90,456.0,installed,,True,True,60.0,True,,456.0,2159.0,4.0,True,good
10613566,APARTMENT,APARTMENT,Ixelles,,," Boulevard du Souverain, 254 ",Brussels,1050,475000.0,residential_sale,2,30,125.0,hyper_equipped,,False,True,4.0,,,125.0,0.0,2.0,False,good
10638775,APARTMENT,APARTMENT,Etterbeek,50.8408249,4.3988763,Rue Abbé Cuypers 3,Brussels,1040,480000.0,residential_sale,2,33,120.0,hyper_equipped,False,False,True,11.0,True,,120.0,0.0,,False,to_be_done_up
10599178,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,,,"Avenue des Cerisiers, 212",Brussels,1200,480000.0,residential_sale,2,0,148.0,installed,False,False,True,10.0,,,148.0,0.0,2.0,False,as_new
10626707,APARTMENT,LOFT,Vorst,50.8257449,4.330411,,Brussels,1190,485000.0,residential_sale,2,60,150.0,usa_hyper_equipped,,False,,,,,150.0,0.0,,False,as_new
10464171,APARTMENT,APARTMENT,Forest,,,Place Brugmann 10B,Brussels,1190,485000.0,residential_sale,2,33,115.0,installed,False,False,True,4.0,,,115.0,,2.0,False,good
10638332,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,50.8416363,4.4148607,Av G.Dossin de st Georges 5 bte 6,Brussels,1200,485000.0,residential_sale,3,55,173.0,0,,True,True,13.0,,,173.0,0.0,2.0,,0
10613526,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,,,"Avenue des Cerisiers, 212",Brussels,1200,490000.0,residential_sale,3,40,147.0,hyper_equipped,False,False,True,3.0,,,147.0,0.0,2.0,False,good
10645583,APARTMENT,TRIPLEX,Schaerbeek,50.8566603,4.3801801,"Avenue des Cerisiers, 212",Brussels,1030,495000.0,residential_sale,4,45,140.0,usa_hyper_equipped,False,False,True,22.0,,,140.0,0.0,2.0,False,as_new
10558006,APARTMENT,APARTMENT,Ixelles,,,Chaussée de Waterloo 1382,Brussels,1050,495000.0,residential_sale,3,34,117.0,hyper_equipped,False,False,True,8.0,,,117.0,,2.0,False,good
10605782,APARTMENT,LOFT,Merchtem,50.9597471,4.228934,Brusselsesteenweg 9-11,Flemish Brabant,1785,495000.0,residential_sale,2,45,138.0,0,,False,,,,,138.0,0.0,,,good
10177157,APARTMENT,APARTMENT,Liège,,,Avenue Zénobe Gramme 30 1er étage,Liège,4000,495000.0,residential_sale,5,78,250.0,semi_equipped,,True,True,18.0,,,250.0,0.0,3.0,,to_renovate
10539490,APARTMENT,LOFT,Avelgem,50.7689889,3.4436404,Doorniksesteenweg 32 B,West Flanders,8580,495000.0,residential_sale,2,0,150.0,hyper_equipped,,True,True,,,,150.0,0.0,2.0,,as_new
9582211,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,,,Avenue de Tervuren 113,Brussels,1150,499000.0,residential_sale,2,0,105.0,hyper_equipped,False,False,True,7.0,,,105.0,0.0,2.0,False,as_new
10639089,APARTMENT,APARTMENT,Uccle,,,"Chaussée de Waterloo, 690",Brussels,1180,499000.0,residential_sale,3,36,140.0,hyper_equipped,False,False,True,28.0,,,140.0,0.0,,False,as_new
10489983,APARTMENT,APARTMENT,Oostende,51.2335426,2.9370899,Koningsstraat 23,West Flanders,8400,499000.0,residential_sale,2,0,80.0,hyper_equipped,False,False,True,,,,80.0,,,False,as_new
10505580,APARTMENT,APARTMENT,Deinze,50.9761048,3.5246143,Tussenbruggen 9,East Flanders,9800,515000.0,residential_sale,3,0,188.0,hyper_equipped,,True,True,17.0,,,188.0,,2.0,,0
10462761,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,50.8447173,4.4156919,Chaussée de Waterloo 1382,Brussels,1200,522500.0,residential_sale,2,39,100.0,usa_hyper_equipped,False,False,True,19.0,,,100.0,0.0,2.0,False,as_new
10652485,APARTMENT,APARTMENT,Uccle,,,Place Brugmann 10B,Brussels,1180,525000.0,residential_sale,2,44,131.0,hyper_equipped,False,False,True,20.0,,,131.0,,3.0,False,as_new
10571675,APARTMENT,APARTMENT,Stekene,51.2020196,4.0393001,Grote Markt 52,East Flanders,9190,528000.0,residential_sale,2,0,108.0,installed,,True,True,,,,108.0,0.0,,,0
10571671,APARTMENT,GROUND_FLOOR,Stekene,51.2020196,4.0393001,Grote Markt 52,East Flanders,9190,528000.0,residential_sale,2,0,108.0,installed,,True,True,,,,108.0,0.0,,,0
10235621,APARTMENT,PENTHOUSE,Bruxelles,,,Avenue de Tervuren 113,Brussels,1000,535000.0,residential_sale,2,0,111.0,usa_semi_equipped,False,False,True,185.0,,,111.0,0.0,2.0,False,to_be_done_up
10632218,APARTMENT,APARTMENT,Uccle,,,Chaussée de Bruxelles 168,Brussels,1180,535000.0,residential_sale,4,60,165.0,installed,,True,True,26.0,True,,165.0,0.0,,,to_be_done_up
10618424,APARTMENT,GROUND_FLOOR,Woluwe-Saint-Lambert,50.8549191,4.4259277,Avenue Louise 523 ,Brussels,1200,549000.0,residential_sale,3,45,142.0,hyper_equipped,False,False,True,20.0,True,60.0,142.0,0.0,2.0,False,good
10609348,APARTMENT,LOFT,Bruxelles,,,Boulevard Louis Schmidt 10,Brussels,1000,550000.0,residential_sale,2,0,235.0,usa_hyper_equipped,,False,True,12.0,,,235.0,0.0,,False,as_new
10491983,APARTMENT,APARTMENT,Uccle,,,Place Brugmann 10B,Brussels,1180,550000.0,residential_sale,3,44,140.0,installed,False,False,True,9.0,,,140.0,0.0,2.0,False,to_be_done_up
10528892,APARTMENT,PENTHOUSE,Etterbeek,,,Chaussée de Waterloo 1382,Brussels,1040,585000.0,residential_sale,2,38,120.0,usa_hyper_equipped,False,False,True,,,,120.0,0.0,2.0,False,just_renovated
10574579,APARTMENT,APARTMENT,Schaerbeek,,,Boulevard Saint-Michel 15,Brussels,1030,595000.0,residential_sale,3,45,172.0,installed,False,True,True,32.0,True,,172.0,0.0,4.0,,to_be_done_up
10630085,APARTMENT,APARTMENT,Antwerp,,,"Jordaenskaai, 21",Antwerp,2000,599000.0,residential_sale,2,80,160.0,usa_hyper_equipped,False,False,True,25.0,,,160.0,,,False,just_renovated
10625576,APARTMENT,APARTMENT,Antwerp,,,"Jordaenskaai, 21",Antwerp,2018,599000.0,residential_sale,2,80,160.0,usa_hyper_equipped,False,False,True,25.0,,,160.0,,,False,just_renovated
10592311,APARTMENT,LOFT,Anderlecht,50.8441759,4.3384807,Kalenbergstraat 28,Brussels,1070,600000.0,residential_sale,4,0,197.0,installed,False,False,True,21.0,,,197.0,,,False,as_new
10621617,HOUSE,OTHER_PROPERTY,Kruisem,50.9138493,3.5968382,Grote Markt 35,East Flanders,9750,935000.0,residential_sale,6,0,552.0,installed,,True,True,,,,552.0,1577.0,4.0,,as_new
10621616,HOUSE,HOUSE,Kruisem,50.9138493,3.5968382,Grote Markt 35,East Flanders,9750,935000.0,residential_sale,6,0,552.0,installed,,True,True,,,,552.0,1577.0,4.0,,as_new
10621612,HOUSE,COUNTRY_COTTAGE,Kruisem,50.9138493,3.5968382,Grote Markt 35,East Flanders,9750,935000.0,residential_sale,6,0,552.0,installed,,True,True,,,,552.0,1577.0,4.0,,as_new
10636523,HOUSE,OTHER_PROPERTY,WANNEGEM-LEDE,50.9138493,3.5968382,Grote Markt 35,East Flanders,9772,935000.0,residential_sale,6,0,552.0,installed,,True,True,,,,552.0,1577.0,4.0,,as_new
10636522,HOUSE,HOUSE,WANNEGEM-LEDE,50.9138493,3.5968382,Grote Markt 35,East Flanders,9772,935000.0,residential_sale,6,0,552.0,installed,,True,True,,,,552.0,1577.0,4.0,,as_new
10636508,HOUSE,COUNTRY_COTTAGE,WANNEGEM-LEDE,50.9138493,3.5968382,Grote Markt 35,East Flanders,9772,935000.0,residential_sale,6,0,552.0,installed,,True,True,,,,552.0,1577.0,4.0,,as_new
10550009,HOUSE,VILLA,Haacht,50.9839254,4.6029436,Bredabaan 260,Flemish Brabant,3150,972000.0,residential_sale,4,0,385.0,hyper_equipped,,True,,,True,,385.0,1534.0,4.0,True,as_new
10633044,HOUSE,MIXED_USE_BUILDING,Meise,50.9519035,4.3406506,Astridlaan 1,Flemish Brabant,1860,975000.0,residential_sale,5,74,373.0,hyper_equipped,,False,True,100.0,True,3968.0,373.0,3963.0,4.0,False,as_new
10633043,HOUSE,EXCEPTIONAL_PROPERTY,Meise,50.9519035,4.3406506,Astridlaan 1,Flemish Brabant,1860,975000.0,residential_sale,5,74,373.0,hyper_equipped,,False,True,100.0,True,3968.0,373.0,3963.0,4.0,False,as_new
9825909,HOUSE,HOUSE,Knokke-Heist,51.3406029,3.2622891,Albert plein 10,West Flanders,8300,975000.0,residential_sale,6,0,215.0,usa_semi_equipped,,False,True,,True,249.0,215.0,249.0,4.0,False,to_renovate
10653816,HOUSE,VILLA,Dilbeek,50.8430385,4.2808875,Meeuwenlaan 4,Flemish Brabant,1700,980000.0,residential_sale,5,60,350.0,hyper_equipped,False,False,True,78.0,True,500.0,350.0,1114.0,4.0,False,as_new
10572717,HOUSE,HOUSE,Roeselare,50.9482517,3.1236918,Doorniksewijk 32,West Flanders,8800,985000.0,residential_sale,5,0,879.0,installed,False,False,True,70.0,True,150.0,879.0,549.0,3.0,False,good
10504003,HOUSE,VILLA,Kortrijk,50.8261371,3.2390392,Burg Gillonlaan 115,West Flanders,8500,995000.0,residential_sale,3,0,260.0,hyper_equipped,,True,True,40.0,,,260.0,2500.0,3.0,,as_new
10565138,HOUSE,HOUSE,Brasschaat,51.2926322,4.4854847,Bredabaan 260,Antwerp,2930,1050000.0,residential_sale,3,0,269.0,installed,,True,True,,True,,269.0,895.0,4.0,,as_new
10546304,HOUSE,EXCEPTIONAL_PROPERTY,Oosterzele,50.9449532,3.8188468,"Bredestraat, 200",East Flanders,9860,1095000.0,residential_sale,4,0,600.0,installed,,True,True,40.0,,,600.0,1481.0,4.0,,good
10642117,HOUSE,HOUSE,Molenbeek-Saint-Jean,50.8469071,4.2861351,,Brussels,1080,1270000.0,residential_sale,5,0,525.0,0,,True,True,45.0,True,400.0,525.0,560.0,3.0,False,as_new
10612776,HOUSE,HOUSE,Kampenhout,50.9457401,4.6143354,Bredabaan 260,Flemish Brabant,1910,1275000.0,residential_sale,3,0,272.0,installed,,True,,,True,,272.0,3370.0,4.0,,just_renovated
10540761,HOUSE,HOUSE,Brussel,50.854659,4.3438481,Brusselsesteenweg 9-11,Brussels,1000,1290000.0,residential_sale,4,40,700.0,0,,False,,,,,700.0,339.0,4.0,,good
10326532,HOUSE,MIXED_USE_BUILDING,Bruxelles,50.8439353,4.3514396,Place Communale 8,Brussels,1000,1299000.0,residential_sale,5,0,526.0,usa_hyper_equipped,False,False,True,9.0,,,526.0,105.0,3.0,False,good
10551418,HOUSE,HOUSE,Poppel,51.4391168,5.0316335,Bredabaan 260,Antwerp,2382,1350000.0,residential_sale,3,0,710.0,installed,,True,True,,True,,710.0,12538.0,4.0,,good
10644812,HOUSE,VILLA,Schilde,51.2657514,4.607855,Bredabaan 260,Antwerp,2970,1350000.0,residential_sale,5,64,693.0,installed,,True,True,56.0,True,2706.0,693.0,3054.0,4.0,,just_renovated
10589857,HOUSE,EXCEPTIONAL_PROPERTY,Meise,50.9380033,4.3049774,,Flemish Brabant,1860,1375000.0,residential_sale,4,70,320.0,hyper_equipped,,True,True,1.0,True,950.0,320.0,1105.0,4.0,False,as_new
10605494,HOUSE,MANSION,Gent,51.0654761,3.7110074,Burchtstraat 12,East Flanders,9000,1400000.0,residential_sale,4,34,327.0,hyper_equipped,False,False,True,,,,327.0,326.0,2.0,False,good
9750633,HOUSE,HOUSE,CARLSBOURG,49.899724,5.0958779,"Place Saint Arnould, 6",Luxembourg,6850,1650000.0,residential_sale,9,0,850.0,installed,True,True,True,,,,850.0,3285.0,4.0,,as_new
10315337,HOUSE,HOUSE,Oostende,51.2402168,2.9391436,Frankrijklei 93,West Flanders,8400,1800000.0,residential_sale,2,0,440.0,hyper_equipped,,False,True,,,,440.0,700.0,4.0,,just_renovated
10537169,HOUSE,VILLA,Uccle,50.7776859,4.3660446,Avenue Louise 404a,Brussels,1180,2190000.0,residential_sale,4,1,300.0,installed,False,True,,,,,300.0,1600.0,,False,as_new
10453708,HOUSE,MANSION,Brugge,51.2137008,3.2291829,Vlamingstraat 62,West Flanders,8000,2500000.0,residential_sale,5,0,942.0,installed,False,False,True,50.0,True,1180.0,942.0,1180.0,2.0,False,as_new
10622458,HOUSE,HOUSE,Knokke-Heist,51.3224619,3.311235,Albert plein 10,West Flanders,8300,2595000.0,residential_sale,3,0,390.0,hyper_equipped,False,False,True,,True,1179.0,390.0,1179.0,4.0,True,good
10537211,HOUSE,EXCEPTIONAL_PROPERTY,Uccle,50.7768238,4.3694672,Avenue du Prince d’Orange 36D1,Brussels,1180,3850000.0,residential_sale,7,40,535.0,hyper_equipped,False,True,True,,True,7000.0,535.0,8071.0,4.0,,to_renovate
10569953,HOUSE,VILLA,Knokke-Heist Knokke,51.353935,3.3214873,Sparrendreef 80,West Flanders,8300,3950000.0,residential_sale,5,42,217.0,hyper_equipped,,False,True,,,,217.0,730.0,3.0,False,as_new
10591645,APARTMENT,DUPLEX,Ixelles,50.818587,4.3582163,Rue Langeveld 51 ,Brussels,1050,625000.0,residential_sale,2,50,125.0,not_installed,False,False,,,True,140.0,125.0,0.0,2.0,False,to_renovate
10605077,APARTMENT,PENTHOUSE,Woluwe-Saint-Lambert,,,"Avenue des Cerisiers, 212",Brussels,1200,645000.0,residential_sale,3,44,144.0,hyper_equipped,False,False,True,52.0,,,144.0,0.0,3.0,False,as_new
10646859,APARTMENT,APARTMENT,Bruxelles,50.8431752,4.3693372,Rue Paul Emile Janson 2B Boite 12,Brussels,1000,650000.0,residential_sale,2,0,190.0,hyper_equipped,True,False,True,20.0,,,190.0,0.0,,False,as_new
10010040,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,,,Avenue de Tervuren 113,Brussels,1150,650000.0,residential_sale,3,0,135.0,hyper_equipped,False,False,True,14.0,,,135.0,0.0,2.0,False,as_new
10655137,APARTMENT,APARTMENT,Bruxelles,50.8414493,4.3528378,Rue du Vieux-Mayeur 51,Brussels,1000,660000.0,residential_sale,2,30,100.0,hyper_equipped,False,False,,,,,100.0,,,False,as_new
10613314,APARTMENT,PENTHOUSE,Zaventem,,,Brusselsesteenweg 415,Flemish Brabant,1930,675000.0,residential_sale,4,23,237.0,usa_hyper_equipped,False,False,True,9.0,,,237.0,,2.0,False,as_new
10255422,APARTMENT,PENTHOUSE,Uccle,,,Place Brugmann 10B,Brussels,1180,680000.0,residential_sale,3,60,213.0,installed,False,False,,,,,213.0,,2.0,True,as_new
10633301,APARTMENT,APARTMENT,Etterbeek,,,Chaussée de Waterloo 1382,Brussels,1040,699000.0,residential_sale,3,58,161.0,usa_hyper_equipped,False,False,True,,,,161.0,0.0,,False,good
10602618,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,,,"Avenue Delleur, 8",Brussels,1150,765000.0,residential_sale,4,78,253.0,hyper_equipped,False,False,True,,,,253.0,,2.0,False,as_new
10513531,APARTMENT,APARTMENT,Oostende,51.2287339,2.9118984,Albert I Promenade 79,West Flanders,8400,770000.0,residential_sale,3,0,170.0,hyper_equipped,,False,True,,,,170.0,,,False,0
10606906,APARTMENT,APARTMENT,SINT-AGATHA-BERCHEM,,,Edingsesteenweg 341,Brussels,1082,775000.0,residential_sale,5,0,290.0,semi_equipped,,True,,,True,,290.0,0.0,2.0,,good
10410299,APARTMENT,APARTMENT,Bruxelles,50.8189441,4.370379,,Brussels,1050,790000.0,residential_sale,2,0,200.0,hyper_equipped,,False,,,,,200.0,0.0,2.0,False,as_new
10588855,APARTMENT,APARTMENT,Antwerpen,51.2314836,4.4038151,Leopoldstraat 49,Antwerp,2000,790000.0,residential_sale,3,0,160.0,installed,False,False,True,20.0,,,160.0,,2.0,,as_new
9910198,APARTMENT,PENTHOUSE,Lasne,,,Chaussée de Louvain 433,Walloon Brabant,1380,795000.0,residential_sale,3,70,209.0,installed,False,False,True,,,,209.0,,4.0,False,good
10599103,APARTMENT,DUPLEX,Knokke,51.3504241,3.2904199,Zeedijk 673,West Flanders,8300,795000.0,residential_sale,2,0,85.0,0,True,False,True,,,,85.0,,,False,as_new
10412544,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,50.8449109,4.4152181,Chaussée de Waterloo 1382,Brussels,1200,799500.0,residential_sale,3,47,212.0,usa_semi_equipped,False,False,True,42.0,True,69.0,212.0,0.0,2.0,False,as_new
10560698,APARTMENT,APARTMENT,Saint-Gilles,50.8340656,4.3542479,Avenue Louis Lepoutre 109,Brussels,1060,800000.0,residential_sale,3,0,,hyper_equipped,False,False,True,20.0,,,,0.0,2.0,False,good
10557578,APARTMENT,APARTMENT,Bruxelles,,,Place Brugmann 10B,Brussels,1000,810000.0,residential_sale,2,45,124.0,usa_hyper_equipped,False,False,True,6.0,,,124.0,,2.0,True,as_new
10555397,APARTMENT,APARTMENT,Ixelles,,,Place Brugmann 10B,Brussels,1050,810000.0,residential_sale,2,45,124.0,usa_hyper_equipped,False,False,True,6.0,,,124.0,,2.0,True,as_new
10551492,APARTMENT,APARTMENT,Knokke-Heist Knokke,51.3480736,3.2884448,Zeedijk Zoute 792,West Flanders,8300,835000.0,residential_sale,3,0,114.0,0,False,False,True,,,,114.0,0.0,2.0,False,good
10379602,APARTMENT,APARTMENT,Brugge,51.224569,3.193698,H. Conciencelaan 70,West Flanders,8000,840000.0,residential_sale,3,0,202.0,0,False,False,,,True,,202.0,,2.0,False,good
10625328,APARTMENT,APARTMENT,Bruxelles,,,"Avenue Delleur, 8",Brussels,1000,865000.0,residential_sale,2,40,200.0,hyper_equipped,False,False,,,,,200.0,0.0,2.0,False,just_renovated
10599660,APARTMENT,APARTMENT,Antwerp,,,"Jordaenskaai, 21",Antwerp,2018,870000.0,residential_sale,3,0,189.0,usa_hyper_equipped,,False,True,30.0,,,189.0,,2.0,True,as_new
10557469,APARTMENT,PENTHOUSE,Etterbeek,50.8389025,4.3986498,Avenue Baron Albert d'Huart 130,Brussels,1040,875000.0,residential_sale,2,51,187.0,hyper_equipped,False,False,True,25.0,,,187.0,0.0,2.0,False,just_renovated
10536177,APARTMENT,APARTMENT,De Haan,51.2771197,3.0274499,"Stationstraat, 33",West Flanders,8420,949000.0,residential_sale,3,0,132.0,installed,False,False,,,,,132.0,,,False,0
10628266,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,,,Chaussée de Waterloo 1382,Brussels,1150,985000.0,residential_sale,3,60,214.0,hyper_equipped,False,False,True,,,,214.0,0.0,2.0,False,as_new
10626025,APARTMENT,PENTHOUSE,Woluwe-Saint-Pierre,50.8370875,4.4062962,Avenue de Tervuren 113,Brussels,1150,995000.0,residential_sale,2,43,235.0,usa_hyper_equipped,False,False,True,10.0,,,235.0,0.0,2.0,False,as_new
10622388,APARTMENT,PENTHOUSE,Woluwe-Saint-Pierre,50.8310846,4.433341,Avenue Baron Albert d'Huart 130,Brussels,1150,995000.0,residential_sale,3,60,220.0,hyper_equipped,False,False,True,25.0,,,220.0,0.0,2.0,False,just_renovated
9383828,APARTMENT,PENTHOUSE,Ixelles,,,Avenue Louise 589,Brussels,1050,1200000.0,residential_sale,3,71,190.0,hyper_equipped,False,False,True,32.0,,,190.0,0.0,2.0,False,good
10551987,APARTMENT,PENTHOUSE,Uccle,,,"Avenue Delleur, 8",Brussels,1180,1350000.0,residential_sale,2,55,143.0,hyper_equipped,False,False,True,120.0,,,143.0,,3.0,False,as_new
10036081,HOUSE,VILLA,Knokke-Heist,51.3503096,3.3005652,Albert plein 10,West Flanders,8300,3995000.0,residential_sale,5,0,260.0,usa_hyper_equipped,,False,True,,True,925.0,260.0,925.0,3.0,False,as_new
10662965,HOUSE,HOUSE,Wetteren,51.0072837,3.8826896,Zuidlaan 72,East Flanders,9230,220000.0,residential_sale,3,48,190.0,semi_equipped,,True,True,10.0,,,190.0,100.0,2.0,,good
10663710,HOUSE,HOUSE,Oordegem,50.9601338,3.8901729,Hoogstraat 20,East Flanders,9340,319000.0,residential_sale,2,21,167.0,installed,False,False,True,,,,167.0,385.0,3.0,False,to_be_done_up
10663032,HOUSE,HOUSE,OTHÉE,50.7276128,5.4654341,Rue Charles Magnette 24/40,Liège,4340,395000.0,residential_sale,3,40,135.0,not_installed,,True,True,60.0,True,850.0,135.0,850.0,4.0,,as_new
10660378,HOUSE,VILLA,Ham,51.0985763,5.139833,Kolmen 28,Limburg,3945,429500.0,residential_sale,4,45,215.0,installed,,True,,,True,,215.0,1472.0,4.0,,good
10660332,HOUSE,HOUSE,Putte,51.0506387,4.6194143,Schoolstraat 58,Antwerp,2580,599000.0,residential_sale,5,35,167.0,installed,,True,True,,True,95.0,167.0,416.0,4.0,,just_renovated
10666419,HOUSE,HOUSE,Grace-Hollogne,50.6249222,5.4996589,Avenue Louis Libert 1,Liège,4460,189000.0,residential_sale,2,32,112.0,semi_equipped,False,False,True,,,,112.0,360.0,2.0,False,good
10668127,HOUSE,HOUSE,Harelbeke,50.8617346,3.3172654,Burg Gillonlaan 115,West Flanders,8530,285000.0,residential_sale,3,0,150.0,installed,,True,,,,,150.0,222.0,2.0,,good
